Time,Acceleration,Velocity,Height,Mass,Thrust
0.010000,0.000000,0.000000,0.000000,0.178000,0.000000
0.020000,0.000000,-0.098070,-0.000981,0.177729,0.000000
0.030000,0.000000,-0.196140,-0.002942,0.177458,0.000000
0.040000,0.000000,-0.294210,-0.005884,0.177187,0.000000
0.050000,0.000000,-0.392280,-0.009807,0.176917,0.000000
0.060000,28.559972,-0.204750,-0.011855,0.176646,5.045000
0.070000,0.000000,-0.302820,-0.014883,0.176375,0.000000
0.080000,0.000000,-0.400890,-0.018892,0.176104,0.000000
0.090000,0.000000,-0.498960,-0.023881,0.175833,0.000000
0.100000,0.000000,-0.597030,-0.029852,0.175562,0.000000
0.110000,0.000000,-0.695100,-0.036803,0.175292,0.000000
0.120000,0.000000,-0.793170,-0.044734,0.175021,0.000000
0.130000,0.000000,-0.891240,-0.053647,0.174750,0.000000
0.140000,0.000000,-0.989310,-0.063540,0.174479,0.000000
0.150000,0.000000,-1.087380,-0.074414,0.174208,0.000000
0.160000,0.000000,-1.185450,-0.086268,0.173937,0.000000
0.170000,0.000000,-1.283520,-0.099103,0.173667,0.000000
0.180000,0.000000,-1.381590,-0.112919,0.173396,0.000000
0.190000,0.000000,-1.479660,-0.127716,0.173125,0.000000
0.200000,0.000000,-1.577730,-0.143493,0.172854,0.000000
0.210000,0.000000,-1.675800,-0.160251,0.172583,0.000000
0.220000,0.000000,-1.773870,-0.177990,0.172312,0.000000
0.230000,0.000000,-1.871940,-0.196709,0.172042,0.000000
0.240000,0.000000,-1.970010,-0.216409,0.171771,0.000000
0.250000,0.000000,-2.068080,-0.237090,0.171500,0.000000
0.260000,0.000000,-2.166150,-0.258752,0.171229,0.000000
0.270000,0.000000,-2.264220,-0.281394,0.170958,0.000000
0.280000,0.000000,-2.362290,-0.305017,0.170687,0.000000
0.290000,0.000000,-2.460360,-0.329620,0.170417,0.000000
0.300000,0.000000,-2.558430,-0.355205,0.170146,0.000000
0.310000,0.000000,-2.656500,-0.381770,0.169875,0.000000
0.320000,0.000000,-2.754570,-0.409315,0.169604,0.000000
0.330000,0.000000,-2.852640,-0.437842,0.169333,0.000000
0.340000,0.000000,-2.950710,-0.467349,0.169062,0.000000
0.350000,0.000000,-3.048780,-0.497837,0.168792,0.000000
0.360000,0.000000,-3.146850,-0.529305,0.168521,0.000000
0.370000,0.000000,-3.244920,-0.561754,0.168250,0.000000
0.380000,0.000000,-3.342990,-0.595184,0.167979,0.000000
0.390000,0.000000,-3.441060,-0.629595,0.167708,0.000000
0.400000,0.000000,-3.539130,-0.664986,0.167437,0.000000
0.410000,0.000000,-3.637200,-0.701358,0.167167,0.000000
0.420000,0.000000,-3.735270,-0.738711,0.166896,0.000000
0.430000,0.000000,-3.833340,-0.777044,0.166625,0.000000
0.440000,0.000000,-3.931410,-0.816358,0.166354,0.000000
0.450000,0.000000,-4.029480,-0.856653,0.166083,0.000000
0.460000,0.000000,-4.127550,-0.897929,0.165812,0.000000
0.470000,0.000000,-4.225620,-0.940185,0.165542,0.000000
0.480000,0.000000,-4.323690,-0.983422,0.165271,0.000000
0.490000,0.000000,-4.421760,-1.027639,0.165000,0.000000
0.500000,0.000000,-4.519830,-1.072838,0.164729,0.000000
0.510000,0.000000,-4.617900,-1.119017,0.164458,0.000000
0.520000,0.000000,-4.715970,-1.166176,0.164187,0.000000
0.530000,0.000000,-4.814040,-1.214317,0.163917,0.000000
0.540000,0.000000,-4.912110,-1.263438,0.163646,0.000000
0.550000,0.000000,-5.010180,-1.313540,0.163375,0.000000
0.560000,0.000000,-5.108250,-1.364622,0.163104,0.000000
0.570000,0.000000,-5.206320,-1.416685,0.162833,0.000000
0.580000,0.000000,-5.304390,-1.469729,0.162562,0.000000
0.590000,0.000000,-5.402460,-1.523754,0.162292,0.000000
0.600000,0.000000,-5.500530,-1.578759,0.162021,0.000000
0.610000,0.000000,-5.598600,-1.634745,0.161750,0.000000
0.620000,0.000000,-5.696670,-1.691712,0.161479,0.000000
0.630000,0.000000,-5.794740,-1.749659,0.161208,0.000000
0.640000,0.000000,-5.892810,-1.808587,0.160937,0.000000
0.650000,0.000000,-5.990880,-1.868496,0.160667,0.000000
0.660000,0.000000,-6.088950,-1.929386,0.160396,0.000000
0.670000,0.000000,-6.187020,-1.991256,0.160125,0.000000
0.680000,0.000000,-6.285090,-2.054107,0.159854,0.000000
0.690000,0.000000,-6.383160,-2.117938,0.159583,0.000000
0.700000,0.000000,-6.481230,-2.182751,0.159312,0.000000
0.710000,0.000000,-6.579300,-2.248544,0.159042,0.000000
0.720000,0.000000,-6.677370,-2.315317,0.158771,0.000000
0.730000,0.000000,-6.775440,-2.383072,0.158500,0.000000
0.740000,0.000000,-6.873510,-2.451807,0.158229,0.000000
0.750000,0.000000,-6.971580,-2.521523,0.157958,0.000000
0.760000,0.000000,-7.069650,-2.592219,0.157687,0.000000
0.770000,0.000000,-7.167720,-2.663896,0.157417,0.000000
0.780000,0.000000,-7.265790,-2.736554,0.157146,0.000000
0.790000,0.000000,-7.363860,-2.810193,0.156875,0.000000
0.800000,0.000000,-7.461930,-2.884812,0.156604,0.000000
0.810000,0.000000,-7.560000,-2.960412,0.156333,0.000000
0.820000,0.000000,-7.658070,-3.036993,0.156062,0.000000
0.830000,0.000000,-7.756140,-3.114554,0.155792,0.000000
0.840000,0.000000,-7.854210,-3.193096,0.155521,0.000000
0.850000,0.000000,-7.952280,-3.272619,0.155250,0.000000
0.860000,0.000000,-8.050350,-3.353123,0.154979,0.000000
0.870000,0.000000,-8.148420,-3.434607,0.154708,0.000000
0.880000,0.000000,-8.246490,-3.517072,0.154437,0.000000
0.890000,0.000000,-8.344560,-3.600517,0.154167,0.000000
0.900000,0.000000,-8.442630,-3.684944,0.153896,0.000000
0.910000,0.000000,-8.540700,-3.770351,0.153625,0.000000
0.920000,0.000000,-8.638770,-3.856738,0.153354,0.000000
0.930000,0.000000,-8.736840,-3.944107,0.153083,0.000000
0.940000,0.000000,-8.834910,-4.032456,0.152812,0.000000
0.950000,0.000000,-8.932980,-4.121786,0.152542,0.000000
0.960000,0.000000,-9.031050,-4.212096,0.152271,0.000000
0.970000,0.000000,-9.129120,-4.303387,0.152000,0.000000
0.980000,0.000000,-9.227190,-4.395659,0.151729,0.000000
0.990000,0.000000,-9.325260,-4.488912,0.151458,0.000000
1.000000,0.000000,-9.423330,-4.583145,0.151187,0.000000
1.010000,0.000000,-9.521400,-4.678359,0.150917,0.000000
1.020000,0.000000,-9.619470,-4.774554,0.150646,0.000000
1.030000,0.000000,-9.717540,-4.871729,0.150375,0.000000
1.040000,0.000000,-9.815610,-4.969885,0.150104,0.000000
1.050000,0.000000,-9.913680,-5.069022,0.149833,0.000000
1.060000,0.000000,-10.011750,-5.169140,0.149562,0.000000
1.070000,0.000000,-10.109820,-5.270238,0.149292,0.000000
1.080000,0.000000,-10.207890,-5.372317,0.149021,0.000000
1.090000,0.000000,-10.305960,-5.475376,0.148750,0.000000
1.100000,0.000000,-10.404030,-5.579417,0.148479,0.000000
1.110000,0.000000,-10.502100,-5.684438,0.148208,0.000000
1.120000,0.000000,-10.600170,-5.790440,0.147937,0.000000
1.130000,0.000000,-10.698240,-5.897422,0.147667,0.000000
1.140000,0.000000,-10.796310,-6.005385,0.147396,0.000000
1.150000,0.000000,-10.894380,-6.114329,0.147125,0.000000
1.160000,0.000000,-10.992450,-6.224253,0.146854,0.000000
1.170000,0.000000,-11.090520,-6.335159,0.146583,0.000000
1.180000,0.000000,-11.188590,-6.447044,0.146312,0.000000
1.190000,0.000000,-11.286660,-6.559911,0.146042,0.000000
1.200000,0.000000,-11.384730,-6.673758,0.145771,0.000000
1.210000,0.000000,-11.482800,-6.788586,0.145500,0.000000
1.220000,0.000000,-11.580870,-6.904395,0.145229,0.000000
1.230000,0.000000,-11.678940,-7.021184,0.144958,0.000000
1.240000,0.000000,-11.777010,-7.138955,0.144687,0.000000
1.250000,0.000000,-11.875080,-7.257705,0.144417,0.000000
1.260000,0.000000,-11.973150,-7.377437,0.144146,0.000000
1.270000,0.000000,-12.071220,-7.498149,0.143875,0.000000
1.280000,0.000000,-12.169290,-7.619842,0.143604,0.000000
1.290000,0.000000,-12.267360,-7.742516,0.143333,0.000000
1.300000,0.000000,-12.365430,-7.866170,0.143062,0.000000
1.310000,0.000000,-12.463500,-7.990805,0.142792,0.000000
1.320000,0.000000,-12.561570,-8.116421,0.142521,0.000000
1.330000,0.000000,-12.659640,-8.243017,0.142250,0.000000
