Time,Acceleration,Velocity,Height,Mass,Thrust
0.930000,57.886968,41.166063,18.685097,0.158067,9.150000
0.940000,57.966424,41.647657,19.101573,0.157850,9.150000
0.950000,58.046099,42.130048,19.522874,0.157633,9.150000
0.960000,58.125993,42.613238,19.949006,0.157417,9.150000
0.970000,58.206107,43.097229,20.379979,0.157200,9.150000
0.980000,58.286442,43.582023,20.815799,0.156983,9.150000
0.990000,58.367000,44.067623,21.256475,0.156767,9.150000
1.000000,58.447780,44.554031,21.702015,0.156550,9.150000
1.010000,58.528785,45.041249,22.152428,0.156333,9.150000
1.020000,58.610014,45.529279,22.607721,0.156117,9.150000
1.030000,58.691469,46.018124,23.067902,0.155900,9.150000
1.040000,58.773151,46.507785,23.532980,0.155683,9.150000
1.050000,58.855060,46.998266,24.002962,0.155467,9.150000
1.060000,58.937198,47.489568,24.477858,0.155250,9.150000
1.070000,59.019566,47.981694,24.957675,0.155033,9.150000
1.080000,59.102164,48.474645,25.442421,0.154817,9.150000
1.090000,59.184994,48.968425,25.932106,0.154600,9.150000
1.100000,59.268056,49.463036,26.426736,0.154383,9.150000
1.110000,59.351351,49.958479,26.926321,0.154167,9.150000
1.120000,59.434881,50.454758,27.430868,0.153950,9.150000
1.130000,59.518647,50.951874,27.940387,0.153733,9.150000
1.140000,59.602649,51.449831,28.454885,0.153517,9.150000
1.150000,59.686888,51.948630,28.974372,0.153300,9.150000
1.160000,59.771366,52.448274,29.498855,0.153083,9.150000
1.170000,59.856084,52.948764,30.028342,0.152867,9.150000
1.180000,59.941042,53.450105,30.562843,0.152650,9.150000
1.190000,60.026241,53.952297,31.102366,0.152433,9.150000
1.200000,60.111683,54.455344,31.646920,0.152217,9.150000
1.210000,60.197368,54.959248,32.196512,0.152000,9.150000
1.220000,60.283299,55.464011,32.751152,0.151783,9.150000
1.230000,60.369474,55.969635,33.310849,0.151567,9.150000
1.240000,60.455897,56.476124,33.875610,0.151350,9.150000
1.250000,60.542567,56.983480,34.445445,0.151133,9.150000
1.260000,60.629486,57.491705,35.020362,0.150917,9.150000
1.270000,60.716656,58.000801,35.600370,0.150700,9.150000
1.280000,60.804076,58.510772,36.185477,0.150483,9.150000
1.290000,60.891748,59.021620,36.775694,0.150267,9.150000
1.300000,60.979673,59.533346,37.371027,0.150050,9.150000
1.310000,61.067853,60.045955,37.971487,0.149833,9.150000
1.320000,61.156288,60.559448,38.577081,0.149617,9.150000
1.330000,61.244980,61.073828,39.187819,0.149400,9.150000
1.340000,61.333929,61.589097,39.803710,0.149183,9.150000
1.350000,61.423137,62.105258,40.424763,0.148967,9.150000
1.360000,61.512605,62.622314,41.050986,0.148750,9.150000
1.370000,61.602334,63.140268,41.682389,0.148533,9.150000
1.380000,61.692325,63.659121,42.318980,0.148317,9.150000
1.390000,61.782579,64.178877,42.960769,0.148100,9.150000
1.400000,61.873098,64.699538,43.607764,0.147883,9.150000
1.410000,61.963883,65.221107,44.259975,0.147667,9.150000
1.420000,62.054934,65.743586,44.917411,0.147450,9.150000
1.430000,62.146253,66.266978,45.580081,0.147233,9.150000
1.440000,62.237842,66.791287,46.247994,0.147017,9.150000
1.450000,62.329700,67.316514,46.921159,0.146800,9.150000
1.460000,62.421831,67.842662,47.599585,0.146583,9.150000
1.470000,62.514234,68.369735,48.283283,0.146367,9.150000
1.480000,62.606911,68.897734,48.972260,0.146150,9.150000
1.490000,62.699863,69.426662,49.666527,0.145933,9.150000
1.500000,62.793092,69.956523,50.366092,0.145717,9.150000
1.510000,62.886598,70.487319,51.070965,0.145500,9.150000
1.520000,62.980383,71.019053,51.781156,0.145283,9.150000
1.530000,63.074449,71.551727,52.496673,0.145067,9.150000
1.540000,63.168795,72.085345,53.217526,0.144850,9.150000
1.550000,63.263425,72.619910,53.943726,0.144633,9.150000
1.560000,63.358338,73.155423,54.675280,0.144417,9.150000
1.570000,63.453537,73.691888,55.412199,0.144200,9.150000
1.580000,63.549022,74.229309,56.154492,0.143983,9.150000
1.590000,63.644795,74.767687,56.902169,0.143767,9.150000
1.600000,63.740857,75.307025,57.655239,0.143550,9.150000
1.610000,63.837209,75.847327,58.413712,0.143333,9.150000
1.620000,63.933853,76.388596,59.177598,0.143117,9.150000
1.630000,64.030791,76.930834,59.946906,0.142900,9.150000
1.640000,64.128022,77.474044,60.721647,0.142683,9.150000
1.650000,64.225550,78.018229,61.501829,0.142467,9.150000
1.660000,64.323374,78.563393,62.287463,0.142250,9.150000
1.670000,64.421497,79.109538,63.078558,0.142033,9.150000
1.680000,64.519920,79.656667,63.875125,0.141817,9.150000
1.690000,64.618644,80.204784,64.677173,0.141600,9.150000
1.700000,64.717671,80.753890,65.484712,0.141383,9.150000
1.710000,64.817001,81.303990,66.297752,0.141167,9.150000
1.720000,64.916637,81.855087,67.116303,0.140950,9.150000
1.730000,65.016580,82.407183,67.940374,0.140733,9.150000
1.740000,65.116831,82.960281,68.769977,0.140517,9.150000
1.750000,65.217391,83.514385,69.605121,0.140300,9.150000
1.760000,65.318263,84.069498,70.445816,0.140083,9.150000
1.770000,65.419447,84.625622,71.292072,0.139867,9.150000
1.780000,65.520945,85.182761,72.143900,0.139650,9.150000
1.790000,65.622759,85.740919,73.001309,0.139433,9.150000
1.800000,65.724889,86.300098,73.864310,0.139217,9.150000
1.810000,65.827338,86.860301,74.732913,0.139000,9.150000
1.820000,65.930107,87.421532,75.607128,0.138783,9.150000
1.830000,66.033197,87.983794,76.486966,0.138567,9.150000
1.840000,66.136610,88.547090,77.372437,0.138350,9.150000
1.850000,66.240347,89.111424,78.263552,0.138133,9.150000
1.860000,66.344411,89.676798,79.160319,0.137917,9.150000
1.870000,66.448802,90.243216,80.062752,0.137700,9.150000
1.880000,66.553522,90.810681,80.970858,0.137483,9.150000
1.890000,66.658572,91.379197,81.884650,0.137267,9.150000
1.900000,66.763955,91.948767,82.804138,0.137050,9.150000
1.910000,66.869671,92.519393,83.729332,0.136833,9.150000
1.920000,66.975723,93.091080,84.660243,0.136617,9.150000
1.930000,67.082111,93.663832,85.596881,0.136400,9.150000
1.940000,67.188839,94.237650,86.539258,0.136183,9.150000
1.950000,67.295906,94.812539,87.487383,0.135967,9.150000
1.960000,67.403315,95.388502,88.441268,0.135750,9.150000
1.970000,67.511067,95.965543,89.400923,0.135533,9.150000
1.980000,67.619165,96.543664,90.366360,0.135317,9.150000
1.990000,67.727609,97.122871,91.337589,0.135100,9.150000
2.000000,67.836402,97.703165,92.314620,0.134883,9.150000
2.010000,67.945545,98.284550,93.297466,0.134667,9.150000
2.020000,68.055039,98.867030,94.286136,0.134450,9.150000
2.030000,68.164887,99.450609,95.280642,0.134233,9.150000
2.040000,68.275090,100.035290,96.280995,0.134017,9.150000
2.050000,68.385650,100.621077,97.287206,0.133800,9.150000
2.060000,68.496569,101.207972,98.299286,0.133583,9.150000
2.070000,68.607848,101.795981,99.317246,0.133367,9.150000
2.080000,68.719489,102.385106,100.341097,0.133150,9.150000
2.090000,68.831494,102.975351,101.370850,0.132933,9.150000
2.100000,68.943865,103.566719,102.406517,0.132717,9.150000
2.110000,69.056604,104.159215,103.448110,0.132500,9.150000
2.120000,69.169711,104.752843,104.495638,0.132283,9.150000
2.130000,69.283190,105.347604,105.549114,0.132067,9.150000
2.140000,69.397042,105.943505,106.608549,0.131850,9.150000
2.150000,69.511269,106.540548,107.673955,0.131633,9.150000
2.160000,69.625872,107.138736,108.745342,0.131417,9.150000
2.170000,69.740854,107.738075,109.822723,0.131200,9.150000
2.180000,69.856216,108.338567,110.906108,0.130983,9.150000
2.190000,69.971960,108.940217,111.995510,0.130767,9.150000
2.200000,70.088089,109.543027,113.090941,0.130550,9.150000
2.210000,70.204604,110.147003,114.192411,0.130333,9.150000
2.220000,70.321506,110.752149,115.299932,0.130117,9.150000
2.230000,70.438799,111.358467,116.413517,0.129900,9.150000
2.240000,70.556484,111.965961,117.533177,0.129683,9.150000
2.250000,70.674562,112.574637,118.658923,0.129467,9.150000
2.260000,70.793037,113.184497,119.790768,0.129250,9.150000
2.270000,70.911909,113.795546,120.928723,0.129033,9.150000
2.280000,71.031181,114.407788,122.072801,0.128817,9.150000
2.290000,71.150855,115.021227,123.223013,0.128600,9.150000
2.300000,71.270933,115.635866,124.379372,0.128383,9.150000
2.310000,71.391417,116.251710,125.541889,0.128167,9.150000
2.320000,71.512309,116.868763,126.710577,0.127950,9.150000
2.330000,71.633612,117.487030,127.885447,0.127733,9.150000
2.340000,71.755326,118.106513,129.066512,0.127517,9.150000
2.350000,71.877455,118.727217,130.253784,0.127300,9.150000
2.360000,72.000000,119.349147,131.447276,0.127083,9.150000
2.370000,72.122964,119.972307,132.646999,0.126867,9.150000
2.380000,72.246348,120.596700,133.852966,0.126650,9.150000
2.390000,72.370156,121.222332,135.065189,0.126433,9.150000
2.400000,72.494388,121.849206,136.283681,0.126217,9.150000
